specie	record_number	process	QDB_process	type	element	ionic_state	initial_state_conf	initial_state	final_state	reaction_formula	x_unit	y_unit	reference_number	author	title_of_record	journal_name	volume_and_issue_No	page_number	date_of_publication	DOI
H2O	rowB201212397	Electron Impact Total Scattering	ETS	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201213043	Electron Impact Total Scattering	ETS	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
H2O	rowB201212399	Electron Impact Elastic Scattering	EEL	R	H2O	0		H2O	H2O + e	e + H2O -> H2O + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201213091	Electron Impact Elastic Scattering	EEL	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
H2O	rowB201212400	Electron Impact Momentum Transfer  Scattering	EMT	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212413	Electron Impact Total Ionization	ETI	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212661	Electron Impact Total Ionization	ETI	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201216023	Electron Impact Total Ionization	ETI	R	H2O	0		H2O		e + H2O	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201212407	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H2O+ + e(2)	e + H2O -> H2O+ + e(2)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212408	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	OH+ + H + e(2)	e + H2O -> OH+ + H + e(2)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212409	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O+ + H2 + e(2)	e + H2O -> O+ + H2 + e(2)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212410	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O2+ + H2 + e(3)	e + H2O -> O2+ + H2 + e(3)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212411	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H+ + OH + e(2)	e + H2O -> H+ + OH + e(2)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212412	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H2+ + O + e(2)	e + H2O -> H2+ + O + e(2)	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212929	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H2O+ + e(2)	e + H2O -> H2O+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201212930	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	OH+ + H + e(2)	e + H2O -> OH+ + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201212931	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O+ + H2 + e(2)	e + H2O -> O+ + H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201212932	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O2+ + H2 + e(3)	e + H2O -> O2+ + H2 + e(3)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201212933	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H2+ + O + e(2)	e + H2O -> H2+ + O + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201212934	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H+ + OH + e(2)	e + H2O -> H+ + OH + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
H2O	rowB201216017	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	H2O+ + e(2)	e + H2O -> H2O+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216018	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	OH+ + H + e(2)	e + H2O -> OH+ + H + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216019	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O+ + H2 + e(2)	e + H2O -> O+ + H2 + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216020	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O2+ + H2 + e(3)	e + H2O -> O2+ + H2 + e(3)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216021	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	O + H2+ + e(2)	e + H2O -> O + H2+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216022	Electron Impact Partial Ionization	EIN	R	H2O	0		H2O	OH + H+ + e(2)	e + H2O -> OH + H+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201212405	Electron Impact Vibrational Excitation	EVX	R	H2O	0		H2O	H2O(100+001) + e	e + H2O -> H2O(100+001) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212406	Electron Impact Vibrational Excitation	EVX	R	H2O	0		H2O	H2O(010) + e	e + H2O -> H2O(010) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201213296	Electron Impact Vibrational Excitation	EVX	R	H2O	0	0	H2O(000)	H2O(010) + e	e + H2O(000) -> H2O(010) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2O	rowB201213297	Electron Impact Vibrational Excitation	EVX	R	H2O	0	0	H2O(000)	H2O(100+001) + e	e + H2O(000) -> H2O(100+001) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
H2O	rowB201212401	Electron Impact Rotational Excitation	ECX	R	H2O	0	J=0	H2O(J=0)	H2O(J=1) + e	e + H2O(J=0) -> H2O(J=1) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212402	Electron Impact Rotational Excitation	ECX	R	H2O	0	J=0	H2O(J=0)	H2O(J=2) + e	e + H2O(J=0) -> H2O(J=2) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212403	Electron Impact Rotational Excitation	ECX	R	H2O	0	J=0	H2O(J=0)	H2O(J=3) + e	e + H2O(J=0) -> H2O(J=3) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212404	Electron Impact Rotational Excitation	ECX	R	H2O	0	J=0	H2O(J=0)	H2O(J=0) + e	e + H2O(J=0) -> H2O(J=0) + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212429	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	O(1S) + H2 + e	e + H2O -> O(1S) + H2 + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212430	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	 OH(X) + H + e	e + H2O -> OH(X) + H + e	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201216024	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	 OH(X) + H + e	e + H2O -> OH(X) + H + e	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216025	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	O(1S) + H2 + e	e + H2O -> O(1S) + H2 + e	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216269	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=0) -> OH(X, v""=0)"	"e + H2O -> OH(A, v'=0) -> OH(X, v""=0)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216270	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=0) -> OH(X, v""=1)"	"e + H2O -> OH(A, v'=0) -> OH(X, v""=1)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216271	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=0) -> OH(X, v""=2)"	"e + H2O -> OH(A, v'=0) -> OH(X, v""=2)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216272	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	OH(A, v'=0) -> OH(X)	e + H2O -> OH(A, v'=0) -> OH(X)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216273	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=1) -> OH(X, v""=0)"	"e + H2O -> OH(A, v'=1) -> OH(X, v""=0)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216274	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=1) -> OH(X, v""=1)"	"e + H2O -> OH(A, v'=1) -> OH(X, v""=1)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216275	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=1) -> OH(X, v""=2)"	"e + H2O -> OH(A, v'=1) -> OH(X, v""=2)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216276	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=1) -> OH(X, v""=3)"	"e + H2O -> OH(A, v'=1) -> OH(X, v""=3)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216277	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	OH(A, v'=1) -> OH(X)	e + H2O -> OH(A, v'=1) -> OH(X)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216283	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=2) -> OH(X, v""=0)"	"e + H2O -> OH(A, v'=2) -> OH(X, v""=0)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216284	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=2) -> OH(X, v""=1)"	"e + H2O -> OH(A, v'=2) -> OH(X, v""=1)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216285	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=2) -> OH(X, v""=2)"	"e + H2O -> OH(A, v'=2) -> OH(X, v""=2)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216286	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=2) -> OH(X, v""=3)"	"e + H2O -> OH(A, v'=2) -> OH(X, v""=3)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216287	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	OH(A, v'=2) -> OH(X)	e + H2O -> OH(A, v'=2) -> OH(X)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216288	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=3) -> OH(X, v""=0)"	"e + H2O -> OH(A, v'=3) -> OH(X, v""=0)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216289	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=3) -> OH(X, v""=1)"	"e + H2O -> OH(A, v'=3) -> OH(X, v""=1)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216290	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=3) -> OH(X, v""=2)"	"e + H2O -> OH(A, v'=3) -> OH(X, v""=2)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216291	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	"OH(A, v'=3) -> OH(X, v""=3)"	"e + H2O -> OH(A, v'=3) -> OH(X, v""=3)"	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201216292	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	H2O	0		H2O	OH(A, v'=3) -> OH(X)	e + H2O -> OH(A, v'=3) -> OH(X)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
H2O	rowB201212426	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	 H- + OH	e + H2O -> H- + OH	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212427	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	O- + H2	e + H2O -> O- + H2	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212428	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	 OH- + H	e + H2O -> OH- + H	eV	1E-16 cm^2	2012000672	Yukikazu Itikawa  N. Mason	Cross Sections for Electron Collisions with Water Molecules	J.Phys.Chem.Ref.Data	34	1/-	2005	
H2O	rowB201212994	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	 H- + OH	e + H2O -> H- + OH	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
H2O	rowB201212995	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	H2 + O-	e + H2O -> H2 + O-	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
H2O	rowB201212996	Electron Impact Dissociative Attachment	EDA	R	H2O	0		H2O	 OH- + H	e + H2O -> OH- + H	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
C2H4	rowB201200094	Electron Impact Total Scattering	ETS	R	C2H4	0		C2H4		e + C2H4	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
C2H4	rowB201215880	Electron Impact Elastic Scattering	EEL	R	C2H4	0		C2H4		e + C2H4	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C2H4	rowB201215881	Electron Impact Momentum Transfer  Scattering	EMT	R	C2H4	0		C2H4		e + C2H4	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C2H4	rowB201200040	Electron Impact Total Ionization	ETI	R	C2H4	0		C2H4		e + C2H4	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201215445	Electron Impact Total Ionization	ETI	R	C2H4	0		C2H4		e + C2H4	eV	1E-16 cm^2	2012000863	R. K. Janev  J. G. Wang  I. Murakami  T. Kato	Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules	Natl. Inst. Fusion. Sci.	68	1/-	2001	
C2H4	rowB201200166	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H4+ + e(2)	e + C2H4 -> C2H4+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200167	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H3+ + X + e(2)	e + C2H4 -> C2H3+ + X + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200169	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H2+ + XY + e(2)	e + C2H4 -> C2H2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200172	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2H+ + XY + e(2)	e + C2H4 -> C2H+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200173	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C2+ + XY + e(2)	e + C2H4 -> C2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200174	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH3+ + XY + e(2)	e + C2H4 -> CH3+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200175	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH2+ + XY + e(2)	e + C2H4 -> CH2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200176	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	CH+ + XY + e(2)	e + C2H4 -> CH+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200177	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	C+ + XY + e(2)	e + C2H4 -> C+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200178	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	H2+ + XY + e(2)	e + C2H4 -> H2+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C2H4	rowB201200179	Electron Impact Partial Ionization	EIN	R	C2H4	0		C2H4	H+ + XY + e(2)	e + C2H4 -> H+ + XY + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
