specie	record_number	process	QDB_process	type	element	ionic_state	initial_state_conf	initial_state	final_state	reaction_formula	x_unit	y_unit	reference_number	author	title_of_record	journal_name	volume_and_issue_No	page_number	date_of_publication	DOI
N2	rowB201214763	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(b1Πu) + e	e + N2 -> N2(b1Πu) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214764	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+,v=12) + e"	"e + N2 -> N2(b""1Σu+,v=12) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214765	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+,v=14) + e"	"e + N2 -> N2(b""1Σu+,v=14) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214766	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+,v=15) + e"	"e + N2 -> N2(b""1Σu+,v=15) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214767	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+,v=16) + e"	"e + N2 -> N2(b""1Σu+,v=16) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214768	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+,v=17) + e"	"e + N2 -> N2(b""1Σu+,v=17) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214769	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(b""1Σu+) + e"	"e + N2 -> N2(b""1Σu+) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214770	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(c1Πu) + e	e + N2 -> N2(c1Πu) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214771	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(c""41Σu+,v=0) + e"	"e + N2 -> N2(c""41Σu+,v=0) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214772	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(c""41Σu+,v=4) + e"	"e + N2 -> N2(c""41Σu+,v=4) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214773	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(c""41Σu+) + e"	"e + N2 -> N2(c""41Σu+) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214774	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(C3Πu,v=0) + e	e + N2 -> N2(C3Πu,v=0) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214775	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(C3Πu,v=1) + e	e + N2 -> N2(C3Πu,v=1) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214776	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(C3Πu,v=2) + e	e + N2 -> N2(C3Πu,v=2) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214777	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(C3Πu) + e	e + N2 -> N2(C3Πu) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214778	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(E3Σg+) + e	e + N2 -> N2(E3Σg+) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214779	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	"N2(a""1Σg+) + e"	"e + N2 -> N2(a""1Σg+) + e"	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201214794	Electron Impact Electronic Excitation	EEX	R	N2	0		N2	N2(B2Σu+,v=0) + e	e + N2 -> N2(B2Σu+,v=0) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201100217	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=1)	e + N2(v=0) -> N2(v=1)	eV	1E-16 cm^2	2011000091	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/53	2006	
N2	rowB201100220	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=2)	e + N2(v=0) -> N2(v=2)	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201100223	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=3)	e + N2(v=0) -> N2(v=3)	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201213199	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=1) + e	e + N2(v=0) -> N2(v=1) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201213200	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=2) + e	e + N2(v=0) -> N2(v=2) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201213201	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=3) + e	e + N2(v=0) -> N2(v=3) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201214716	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=1) + e	e + N2(v=0) -> N2(v=1) + e	eV	1E-16 cm^2	2012000829	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/-	2006	
N2	rowB201214750	Electron Impact Vibrational Excitation	EVX	R	N2	0	v=0	N2(v=0)	N2(v=1) + e	e + N2(v=0) -> N2(v=1) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201100209	Electron Impact Rotational Excitation	ECX	R	N2	0	j=0	N2(j=0)	N2(j=2)	e + N2(j=0) -> N2(j=2)	eV	1E-16 cm^2	2011000091	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/53	2006	
N2	rowB201100210	Electron Impact Rotational Excitation	ECX	R	N2	0	j=0	N2(j=0)	N2(j=0)	e + N2(j=0) -> N2(j=0)	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201213198	Electron Impact Rotational Excitation	ECX	R	N2	0	j=0	N2(j=0)	N2(j=2) + e	e + N2(j=0) -> N2(j=2) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2	rowB201214714	Electron Impact Rotational Excitation	ECX	R	N2	0	J=0	N2(J=0)	N2(J=2) + e	e + N2(J=0) -> N2(J=2) + e	eV	1E-16 cm^2	2012000829	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/-	2006	
N2	rowB201214749	Electron Impact Rotational Excitation	ECX	R	N2	0	J=0	N2(J=0)	N2(J=2) + e	e + N2(J=0) -> N2(J=2) + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
N2	rowB201100296	Electron Impact Total Dissociation	EDS	R	N2	0		N2		e + N2	eV	1E-16 cm^2	2010000077	Tariq Majeed and Douglas J. Strickland	New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations	J. Phys. Chem. Ref. Data	26	335/349	1997	
N2	rowB201100297	Electron Impact Total Dissociation	EDS	R	N2	0		N2		e + N2	eV	1E-16 cm^2	2011000091	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/53	2006	
N2	rowB201214736	Electron Impact Total Dissociation	EDS	R	N2	0		N2		e + N2	eV	1E-16 cm^2	2012000829	Yukikazu Itikawa	Cross Sections for Electron Collisions with Nitrogen Molecules	J. Phys. Chem. Ref. Data	35	31/-	2006	
N2	rowB201214793	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	N2	0		N2	 N + N + e	e + N2 -> N + N + e	eV	1E-16 cm^2	2012000830	Tatsuo Tabata  Toshizo Shirai  Masao Sataka  Hirotaka Kubo	Analytic cross sections for electron impact collisions with nitrogen molecules	ADNDT	92	375/406	2006	
SiH4	rowB201213062	Electron Impact Total Scattering	ETS	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
SiH4	rowB201213092	Electron Impact Elastic Scattering	EEL	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
SiH4	rowB201215910	Electron Impact Elastic Scattering	EEL	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
SiH4	rowB201213123	Electron Impact Momentum Transfer  Scattering	EMT	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
SiH4	rowB201215911	Electron Impact Momentum Transfer  Scattering	EMT	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
SiH4	rowB201212650	Electron Impact Total Ionization	ETI	R	SiH4	0		SiH4		e + SiH4	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212805	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	SiH3+ + H + e(2)	e + SiH4 -> SiH3+ + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212806	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	SiH2+ + H + e(2)	e + SiH4 -> SiH2+ + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212807	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	SiH+ + H + H2 + e(2)	e + SiH4 -> SiH+ + H + H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212808	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	Si+ + H2 + H2 + e(2)	e + SiH4 -> Si+ + H2 + H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212809	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	H+ + SiH3 + e(2)	e + SiH4 -> H+ + SiH3 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
SiH4	rowB201212810	Electron Impact Partial Ionization	EIN	R	SiH4	0		SiH4	H2+ + SiH2 + e(2)	e + SiH4 -> H2+ + SiH2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Br 	rowB201200212	Electron Impact Partial Ionization	EIN	R	Br	0		Br 	Br+ + e(2)	e + Br -> Br+ + e(2)	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Br	rowB201201959	Electron Impact Partial Ionization	EIN	R	Br	0	1s22s22p63s23p63d104s24p5	Br(1s22s22p63s23p63d104s24p5)	Br+(1s12s22p63s23p63d104s24p5) + e(2)	e + Br(1s22s22p63s23p63d104s24p5) -> Br+(1s12s22p63s23p63d104s24p5) + e(2)	eV	1E-16 cm^2	2012000073	MANTIAN LIU  ZHU AN  CHANGHUAN TANG  ZHENGMING LUO  XIUFENG PENG  XIANGUAN LONG	EXPERIMENTAL ELECTRON-IMPACT K-SHELL IONIZATION CROSS SECTIONS	ADNDT	76	213/234	2000	10.1006/adnd.2000.0843
C	rowB201200118	Electron Impact Momentum Transfer  Scattering	EMT	R	C	0		C		e + C	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
C 	rowB201200135	Electron Impact Partial Ionization	EIN	R	C	0		C 	C+ + e(2)	e + C -> C+ + e(2)	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
C+	rowB201201706	Electron Impact Partial Ionization	EIN	R	C	1		C+ 	C2+ + e(2)	e + C+ -> C2+ + e(2)	eV	1E-16 cm^2	2012000068	Y. Hahn  A.K. Pradhan  H. Tawara  H.L. Zhang	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Börnstein	17	1/231	2001	
C	rowB201201928	Electron Impact Partial Ionization	EIN	R	C	0	1s22s22p2	C(1s22s22p2)	C+(1s12s22p2) + e(2)	e + C(1s22s22p2) -> C+(1s12s22p2) + e(2)	eV	1E-16 cm^2	2012000073	MANTIAN LIU  ZHU AN  CHANGHUAN TANG  ZHENGMING LUO  XIUFENG PENG  XIANGUAN LONG	EXPERIMENTAL ELECTRON-IMPACT K-SHELL IONIZATION CROSS SECTIONS	ADNDT	76	213/234	2000	10.1006/adnd.2000.0843
C5	rowB201206044	Electron Impact Partial Ionization	EIN	R	C	0		C5+	C6+ + e(2)	e + C5+ -> C6+ + e(2)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C4	rowB201206045	Electron Impact Partial Ionization	EIN	R	C	0		C4+	C5+ + e(2)	e + C4+ -> C5+ + e(2)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C3	rowB201206046	Electron Impact Partial Ionization	EIN	R	C	0		C3+	C4+ + e(2)	e + C3+ -> C4+ + e(2)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C+	rowB201206048	Electron Impact Partial Ionization	EIN	R	C	1		C+ 	C2+ + e(2)	e + C+ -> C2+ + e(2)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C 	rowB201206049	Electron Impact Partial Ionization	EIN	R	C	0		C 	C+ + e(2)	e + C -> C+ + e(2)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C+	rowB201207424	Electron Impact Partial Ionization	EIN	R	C	1		C+ 	C3+ + e(3)	e + C+ -> C3+ + e(3)	eV	1E-16 cm^2	2012000432	H. Suno  T. Kato	Cross section database for carbon atoms and ions: Electron-impact ionization, excitation, and charge exchange in collisions with hydrogen atoms	ADNDT	92	407/455	2006	10.1016/j.adt.2006.01.001
C2+	rowB201206072	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s2,1S0	C2+(1s22s2,1S0)	C2+(1s22s12p1,3P0) + e	e + C2+(1s22s2,1S0) -> C2+(1s22s12p1,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206114	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s2,1S0	C2+(1s22s2,1S0)	C2+(1s22s12p1,3P1) + e	e + C2+(1s22s2,1S0) -> C2+(1s22s12p1,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206157	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s2,1S0	C2+(1s22s2,1S0)	C2+(1s22s12p1,3P2) + e	e + C2+(1s22s2,1S0) -> C2+(1s22s12p1,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206178	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s2,1S0	C2+(1s22s2,1S0)	C2+(1s22s12p1,1P1) + e	e + C2+(1s22s2,1S0) -> C2+(1s22s12p1,1P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206191	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3P1	C2+(1s22s12p1,3P1)	C2+(1s22p2,3P0) + e	e + C2+(1s22s12p1,3P1) -> C2+(1s22p2,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206216	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3p0	C2+(1s22s12p1,3p0)	C2+(1s22p2,3P1) + e	e + C2+(1s22s12p1,3p0) -> C2+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206231	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,1P1	C2+(1s22s12p1,1P1)	C2+(1s22p2,1S0) + e	e + C2+(1s22s12p1,1P1) -> C2+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206241	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3p1	C2+(1s22s12p1,3p1)	C2+(1s22p2,3P1) + e	e + C2+(1s22s12p1,3p1) -> C2+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206255	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3P0	C2+(1s22s12p1,3P0)	C2+(1s22p2,1D2) + e	e + C2+(1s22s12p1,3P0) -> C2+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206266	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3p2	C2+(1s22s12p1,3p2)	C2+(1s22p2,3P1) + e	e + C2+(1s22s12p1,3p2) -> C2+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206288	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3P2	C2+(1s22s12p1,3P2)	C2+(1s22p2,1D2) + e	e + C2+(1s22s12p1,3P2) -> C2+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206291	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3p1	C2+(1s22s12p1,3p1)	C2+(1s22p2,3P2) + e	e + C2+(1s22s12p1,3p1) -> C2+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206312	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3P2	C2+(1s22s12p1,3P2)	C2+(1s22p2,1S0) + e	e + C2+(1s22s12p1,3P2) -> C2+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
C2+	rowB201206322	Electron Impact Electronic Excitation	EEX	R	C	1	1s22s12p1,3p2	C2+(1s22s12p1,3p2)	C2+(1s22p2,3P2) + e	e + C2+(1s22s12p1,3p2) -> C2+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
