specie,record_number,process,QDB_process,type,element,ionic_state,initial_state_conf,initial_state,final_state,reaction_formula,x_unit,y_unit,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
C2H4,10404,dissociative ionization dissociation,EDS, V,C2H4,0,,C2H4 +0 ( ),H2+,C2H4 + e --> H2+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10406,dissociation,EDS, V,C2H4,0,,C2H4 +0 ( ),H(2s),C2H4 + e --> H(2s), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10408,dissociation emission,EDS, V,C2H4,0,,C2H4 +0 ( ), H,C2H4 + e --> H(H-α emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10409,dissociation emission,EDS, V,C2H4,0,,C2H4 +0 ( ), H,C2H4 + e --> H(H-β emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10411,dissociation emission,EDS, V,C2H4,0,,C2H4 +0 ( ), H,C2H4 + e --> H(H-δ emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10410,dissociation emission,EDS, V,C2H4,0,,C2H4 +0 ( ), H,C2H4 + e --> H(H-γ emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10407,dissociation emission,EDS, V,C2H4,0,,C2H4 +0 ( ), H,C2H4 + e --> H(Ly-α emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10393,momentum transfer,EMT, V,C2H4,0,,C2H4 +0 ( ),,C2H4 + e --> (momentum transfer), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,10211,ionization dissociative ionization dissociation,EDS, T,C2H4,0,,C2H4 +0 ( ),,C2H4 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H4,10394,ionization,EIN, V,C2H4,0,,C2H4 +0 ( ),,C2H4 + e --> (total ionization), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H4,11213,ionization,EIN, T,C2H4,0,,C2H4 +0 ( ),C2H4+,C2H4 + e --> (total ionization), eV,cm2,RN 1996T202, Hwang  W. Kim  Y.-K. Rudd  M.E., New model for electron-impact ionization cross sections of molecules, J. Chem. Phys.,104,2956,1996
C2H4,10392,scattering,, V,C2H4,0,,C2H4 +0 ( ),,C2H4 + e --> (total scattering), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
BCl,11264,ionization,EIN, T, BCl,0,,BCl +0 ( ), BCl+, BCl + e --> BCl+, eV,cm2,RN 2000T206, Kim  Y.-K. Irikura  K.K.," Electron-impact ionization cross sections for polyatomic molecules,radicals,and ions", AIP Conf. Proc.,543,220,2000
H3+,11756,dissociative excitation,EDE, E,H3,1,,H3 +1 ( ),H2+H++e,H3+ + e --> H2+H++e, eV,cm2,RN 1988E202, Hus  H. Yoshif  F. Sen  A. Mitchell  J.B.A.,Merged-beam studies of the dissociative recombination of H3+ ions with low internal energy, Phys. Rev. A,38,658-663,1988
H3+,11758,dissociative excitation,EDE, T,H3,1,,H3 +1 ( ),H+H2++e,H3+ + e --> H+H2++e, eV,cm2,RN 1991E203, Yousif  F.B. Van dar Donk  P.J.T. Orakzai  M. Mitchell  J.B.A.,Dissociative excitation and recombination of H3+, Phys. Rev. A,44,5653-5658,1991
H3+,11759,ion-pair formation dissociative recombination,EDR, E,H3,1,v=0,H3 +1 ( v=0 ),H2++H-,H3+(v=0) + e --> H2++H-, eV,cm2,RN 1993E201, Yousif  F.B. Van dar Donk  P. Mitchell  J.B.A.,Ion-pair formation in the dissociative recombination of H3+, J. Phys. B,26,4249-4255,1993
H3+,11757,dissociative recombination,EDR, E,H3,1,v=0,H3 +1 ( v=0 ), H+H+H,H3+(v=0) + e --> H+H+H, eV,cm2,RN 1988E202, Hus  H. Yoshif  F. Sen  A. Mitchell  J.B.A.,Merged-beam studies of the dissociative recombination of H3+ ions with low internal energy, Phys. Rev. A,38,658-663,1988
H3+,11775,dissociative excitation,EDE, T,H3,1,X ^1`A',H3 +1 ( X 1A' ),H3+(1E'),H3+(X 1A') + e --> H3+(1E'), eV,cm2,RN 1992T201, Orel  A.E.,Electron-impact dissociative excitation of H3+, Phys. Rev. A,46,1333-1338,1992
H3+,11776,dissociative excitation,EDE, T,H3,1,X ^1`A',H3 +1 ( X 1A' ),H3+(1E'),H3+(X 1A') + e --> H3+(1E'), eV,cm2,RN 1992T201, Orel  A.E.,Electron-impact dissociative excitation of H3+, Phys. Rev. A,46,1333-1338,1992
H3+,11777,dissociative excitation,EDE, T,H3,1,X ^1`A',H3 +1 ( X 1A' ),H3+(1E'),H3+(X 1A') + e --> H3+(1E'), eV,cm2,RN 1992T201, Orel  A.E.,Electron-impact dissociative excitation of H3+, Phys. Rev. A,46,1333-1338,1992
Si2H6,10088,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ), Si+,Si2H6 + e --> Si+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10084,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2+,Si2H6 + e --> Si2+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10083,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2H+,Si2H6 + e --> Si2H+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10082,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2H2+,Si2H6 + e --> Si2H2+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10081,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2H3+,Si2H6 + e --> Si2H3+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10080,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2H4+,Si2H6 + e --> Si2H4+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10079,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),Si2H5+,Si2H6 + e --> Si2H5+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10078,ionization,EIN, E,Si2H6,0,,Si2H6 +0 ( ),Si2H6+,Si2H6 + e --> Si2H6+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,11224,ionization,EIN, T,Si2H6,0,,Si2H6 +0 ( ),Si2H6+,Si2H6 + e --> Si2H6+, eV,cm2,RN 1997T201, Ali  M.A. Kim  Y.-K. Hwang  W. Weinberger  N.M. Rudd  M.E., Electron-impact total ionization cross sections of silicon and germanium hydrides, J. Chem. Phys.,106,9602,1997
Si2H6,10087,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ), SiH+,Si2H6 + e --> SiH+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10086,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),SiH2+,Si2H6 + e --> SiH2+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10085,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),SiH3+,Si2H6 + e --> SiH3+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
Si2H6,10089,dissociative ionization,EDI, E,Si2H6,0,,Si2H6 +0 ( ),,Si2H6 + e --> (total), eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
CH2,10167,ionization dissociative ionization dissociation,EDS, V,CH2,0,,CH2 +0 ( ),C++H2+2e,CH2 + e --> C++H2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2,10169,ionization dissociative ionization dissociation,EDS, V,CH2,0,,CH2 +0 ( ),C+H2++2e,CH2 + e --> C+H2++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2,10165,ionization,EIN, V,CH2,0,,CH2 +0 ( ),CH2++2e,CH2 + e --> CH2++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2,10166,ionization dissociative ionization dissociation,EDS, V,CH2,0,,CH2 +0 ( ),CH++H+2e,CH2 + e --> CH++H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2,10168,ionization dissociative ionization dissociation,EDS, V,CH2,0,,CH2 +0 ( ),CH+H++2e,CH2 + e --> CH+H++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2+,10356,dissociative recombination,EDR, V,CH2,1,,CH2 +1 ( ),,CH2+ + e --> (dissociative recombination), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
CH2,10164,ionization dissociative ionization dissociation,EDS, V,CH2,0,,CH2 +0 ( ),,CH2 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH2,11211,ionization,EIN, T,CH2,0,,CH2 +0 ( ),CH2+,CH2 + e --> (total ionization), eV,cm2,RN 1996T202, Hwang  W. Kim  Y.-K. Rudd  M.E., New model for electron-impact ionization cross sections of molecules, J. Chem. Phys.,104,2956,1996
CH2,10320,total scattering,ETS, T,CH2,0,,CH2 +0 ( ),,CH2 + e --> (total scattering), eV,cm2,RN 2001T202, Joshipura  K.N. Vinodkumar  M. Patel  U.M.," Electron impact total cross sections of CHx,NHx and OH radicals vis-a-vis their parent molecules", J. Phys. B,34,509-519,2001
NH2,10324,total ionization,EIN, T,NH2,0,,NH2 +0 ( ),,NH2 + e --> (total), eV,cm2,RN 2001T202, Joshipura  K.N. Vinodkumar  M. Patel  U.M.," Electron impact total cross sections of CHx,NHx and OH radicals vis-a-vis their parent molecules", J. Phys. B,34,509-519,2001
C2H2,11603,total scattering,ETS, E,C2H2,0,C\2`H\2`,C2H2 +0 ( C2H2 ),,C2H2(C2H2) + e --> (total scattering), eV,cm2,RN 2002E202, Ariyasinghe  W.M. Powers  D.,"Total electron scattering cross sections of CH4, C2H2, C2H4, and C2H6 in the energy range 200-1400 eV", Phys. Rev. A,66,52716,2002
C2H2,10421,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ), C+,C2H2 + e --> C+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10419,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),C2+,C2H2 + e --> C2+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10427,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ),C2,C2H2 + e --> C2(emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10428,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ),C2,C2H2 + e --> C2(emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10429,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ),C2,C2H2 + e --> C2(emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10418,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),C2H+,C2H2 + e --> C2H+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10417,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),C2H2+,C2H2 + e --> C2H2+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,11277,ionization,EIN, T,C2H2,0,,C2H2 +0 ( ),C2H2+,C2H2 + e --> C2H2+, eV,cm2,RN 1997T203, Kim  Y.-K. Ali  M.A. Rudd  M.E.,Electron-impact total ionization cross sections of CH and C2H2, J. Res. Natl. Inst. Stand. Technol.,102,693,1997
C2H2,10198,ionization dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),C2H22++3e,C2H2 + e --> C2H22++3e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10194,ionization dissociative ionization dissociation,EDS, T,C2H2,0,,C2H2 +0 ( ),C2++H2+2e,C2H2 + e --> C2++H2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10192,ionization,EIN, V,C2H2,0,,C2H2 +0 ( ),C2H2++2e,C2H2 + e --> C2H2++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10199,ionization dissociative ionization dissociation,EDS, T,C2H2,0,,C2H2 +0 ( ),C2H2++H+3e,C2H2 + e --> C2H2++H+3e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10193,ionization dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),C2H++H+2e,C2H2 + e --> C2H++H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10196,ionization dissociative ionization dissociation,EDS, T,C2H2,0,,C2H2 +0 ( ),C++CH2+2e,C2H2 + e --> C++CH2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10430,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ), C,C2H2 + e --> C(emission at 165.7nm), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10420,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ), CH+,C2H2 + e --> CH+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10195,ionization dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ),CH++CH+2e,C2H2 + e --> CH++CH+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10426,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ), CH,C2H2 + e --> CH(emission at 420-440nm), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10414,elastic scattering,EEL, V,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (elastic scattering), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10422,dissociative ionization dissociation,EDS, V,C2H2,0,,C2H2 +0 ( ), H+,C2H2 + e --> H+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10197,ionization dissociative ionization dissociation,EDS, T,C2H2,0,,C2H2 +0 ( ),H++C2H+2e,C2H2 + e --> H++C2H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10425,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ), H,C2H2 + e --> H(H-α emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10423,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ), H,C2H2 + e --> H(Ly-α emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10424,dissociation emission,EDS, V,C2H2,0,,C2H2 +0 ( ), H,C2H2 + e --> H(Ly-β emission), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10415,momentum transfer,EMT, V,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (momentum transfer), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10112,scattering,, E,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (total), eV,cm2,RN 1989E015, Sueoka  O. Mori  S.,Total cross section measurements for 1-400 eV positrons and electrons in C2H2, J. Phys. B,22,963,1989
C2H2,10191,ionization dissociative ionization dissociation,EDS, T,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H2,10416,ionization,EIN, V,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (total ionization), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H2,10413,total scattering,ETS, V,C2H2,0,,C2H2 +0 ( ),,C2H2 + e --> (total scattering), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
H2,11751,dissociation,EDS, V,H2,0,,H2 +0 ( ),,H2 + e --> (dissociation), eV,cm2,RN 2008V201, Yoon  J-S. Song  M-Y. Han  J. Hwang  S.H. Chang  W-S. Lee  B. Itikawa  Y., Cross Sections for Electron Collisions with Hydrogen Molecules, J. Phys. Chem. Ref. Data,37,913,2008
H2,11755,dissociative attachment dissociation,EDA, V,H2,0,,H2 +0 ( ), H-,H2 + e --> (dissociative attachment), eV,cm2,RN 2008V201, Yoon  J-S. Song  M-Y. Han  J. Hwang  S.H. Chang  W-S. Lee  B. Itikawa  Y., Cross Sections for Electron Collisions with Hydrogen Molecules, J. Phys. Chem. Ref. Data,37,913,2008
H2,13303,elastic scattering,EEL, E,H2,0,,H2 +0 ( ),H2,H2 + e --> (elastic scattering), eV,cm2,RN 2008E206, Muse  J. Silva  H. Lopes  M.C.A. Khakoo  M.A.,Low energy elastic scattering of electrons from H2 and N2, J. Phys. B,41,95203,2008
