specie,record_number,process,QDB_process,type,element,ionic_state,initial_state_conf,initial_state,final_state,reaction_formula,x_unit,y_unit,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
C3H,10244,ionization dissociative ionization dissociation,EDS, V,C3H,0,,C3H +0 ( ),,C3H + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
Si,13277,electron scattering,, T, Si,0,3s^2`3p^2`^1`D,Si +0 ( 3s23p21D ),3p2 1S,Si(3s23p21D) + e --> 3p2 1S, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13284,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3p3d 1Po,Si(3s23p21S) + e --> 3p3d 1Po, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13288,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3p4d 1Po,Si(3s23p21S) + e --> 3p4d 1Po, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13285,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3p4p 1D,Si(3s23p21S) + e --> 3p4p 1D, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13287,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3p4p 1S,Si(3s23p21S) + e --> 3p4p 1S, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13283,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3p4s 1Po,Si(3s23p21S) + e --> 3p4s 1Po, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13286,electron scattering,, T, Si,0,3s^2`3p^2`^1`S,Si +0 ( 3s23p21S ),3s3p3 3Do,Si(3s23p21S) + e --> 3s3p3 3Do, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13271,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p21D,Si(3s23p23P) + e --> 3p21D, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13274,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p2 1S,Si(3s23p23P) + e --> 3p2 1S, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13279,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p3d 1Fo,Si(3s23p23P) + e --> 3p3d 1Fo, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13276,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p3d 3Do,Si(3s23p23P) + e --> 3p3d 3Do, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13282,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p4d 1Fo,Si(3s23p23P) + e --> 3p4d 1Fo, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13281,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p4p 1D,Si(3s23p23P) + e --> 3p4p 1D, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13273,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p4p 3P,Si(3s23p23P) + e --> 3p4p 3P, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13280,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p4s 1Po,Si(3s23p23P) + e --> 3p4s 1Po, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13272,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3p4s 3PoD,Si(3s23p23P) + e --> 3p4s 3PoD, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13275,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3s3p3 3Do,Si(3s23p23P) + e --> 3s3p3 3Do, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
Si,13278,electron scattering,, T, Si,0,3s^2`3p^2`^3`P,Si +0 ( 3s23p23P ),3s3p3 3Do,Si(3s23p23P) + e --> 3s3p3 3Do, eV,cm2,RN 2012T203, Gedeon  V. Gedeon  S. Lazur  V. Nagy  E. Zatsarinny  O. Bartschat  K. Khakoo  M.A., Electron scattering from silicon, Phys. Rev. A,85,22711,2012
CH,10162,ionization dissociative ionization dissociation,EDS, V, CH,0,,CH +0 ( ),C++H+2e,CH + e --> C++H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH,10163,ionization dissociative ionization dissociation,EDS, V, CH,0,,CH +0 ( ),C+H++2e,CH + e --> C+H++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH,10161,ionization,EIN, V, CH,0,,CH +0 ( ),CH++2e,CH + e --> CH++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH+,10357,dissociative recombination,EDR, V, CH,1,,CH +1 ( ),, CH+ + e --> (dissociative recombination), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
CH,10160,ionization dissociative ionization dissociation,EDS, V, CH,0,,CH +0 ( ),, CH + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH,11276,ionization,EIN, T, CH,0,,CH +0 ( ), CH+, CH + e --> (total ionization), eV,cm2,RN 1997T203, Kim  Y.-K. Ali  M.A. Rudd  M.E.,Electron-impact total ionization cross sections of CH and C2H2, J. Res. Natl. Inst. Stand. Technol.,102,693,1997
CH,10319,total scattering,ETS, T, CH,0,,CH +0 ( ),, CH + e --> (total scattering), eV,cm2,RN 2001T202, Joshipura  K.N. Vinodkumar  M. Patel  U.M.," Electron impact total cross sections of CHx,NHx and OH radicals vis-a-vis their parent molecules", J. Phys. B,34,509-519,2001
CH,11027,excitation,ECX, T, CH,0,X ^2`Pi,CH +0 ( X 2Π ),CH(A 2Δ),CH(X 2Π) + e --> CH(A 2Δ), eV,cm2,RN 2001T204, Baluja  K.L. Msezane  A.Z., Electron collisions with methylidyne (CH) radical using the R-matrix method, J. Phys. B,34,3157-3170,2001
CH,11026,excitation,ECX, T, CH,0,X ^2`Pi,CH +0 ( X 2Π ),CH(a 4Σ-),CH(X 2Π) + e --> CH(a 4Σ-), eV,cm2,RN 2001T204, Baluja  K.L. Msezane  A.Z., Electron collisions with methylidyne (CH) radical using the R-matrix method, J. Phys. B,34,3157-3170,2001
CH,11028,excitation,ECX, T, CH,0,X ^2`Pi,CH +0 ( X 2Π ),CH(B 2Σ-),CH(X 2Π) + e --> CH(B 2Σ-), eV,cm2,RN 2001T204, Baluja  K.L. Msezane  A.Z., Electron collisions with methylidyne (CH) radical using the R-matrix method, J. Phys. B,34,3157-3170,2001
CH,11029,excitation,ECX, T, CH,0,X ^2`Pi,CH +0 ( X 2Π ),CH(C 2Σ+),CH(X 2Π) + e --> CH(C 2Σ+), eV,cm2,RN 2001T204, Baluja  K.L. Msezane  A.Z., Electron collisions with methylidyne (CH) radical using the R-matrix method, J. Phys. B,34,3157-3170,2001
Cl2,11165,dissociation,EDS, E,Cl2,0,,Cl2 +0 ( ), Cl,Cl2 + e --> Cl, eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
Cl2,11166,total dissociative electron attachment,EDA, V,Cl2,0,,Cl2 +0 ( ), Cl-,Cl2 + e --> Cl-, eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
Cl2,10631,dissociation dissociative attachment,EDA, T,Cl2,0,,Cl2 +0 ( ), Cl-+Cl,Cl2 + e --> Cl-+Cl, eV,cm2,RN 2000T203, Fabrikant  I.I. Leininger  T. Gadea  F.X.,Low-energy dissociative electron attachment to Cl2 molecules, J. Phys. B,33,4575-4580,2000
Cl2,10632,dissociation dissociative attachment,EDA, T,Cl2,0,,Cl2 +0 ( ), Cl-+Cl,Cl2 + e --> Cl-+Cl, eV,cm2,RN 2000T203, Fabrikant  I.I. Leininger  T. Gadea  F.X.,Low-energy dissociative electron attachment to Cl2 molecules, J. Phys. B,33,4575-4580,2000
Cl2,11168,dissociation negative ion-positive ion production,EDS, V,Cl2,0,,Cl2 +0 ( ), Cl++Cl-+e,Cl2 + e --> Cl++Cl-+e, eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
Cl2,11163,total elastic scattering,ETS, V,Cl2,0,,Cl2 +0 ( ), (total elastic scattering),Cl2 + e --> (total elastic scattering), eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
Cl2,11164,total ionization,EIN, V,Cl2,0,,Cl2 +0 ( ), (total ionization),Cl2 + e --> (total ionization), eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
Cl2,11162,total scattering,ETS, V,Cl2,0,,Cl2 +0 ( ), (total scattering),Cl2 + e --> (total scattering), eV,cm2,RN 1999V201, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With Cl2, J. Phys. Chem. Ref. Data,28,131-169,1999
SF4,11249,ionization,EIN, T,SF4,0,,SF4 +0 ( ),SF4+,SF4 + e --> SF4+, eV,cm2,RN 2000T204, Ali  M.A. Irikura  K.K. Kim  Y.-K.,Electron-impact total ionization cross sections of SFx(x=1-5), Int. J. Mass Spectrometry and Ion Phys.,201,187-195,2000
C3H7,10250,ionization dissociative ionization dissociation,EDS, V,C3H7,0,,C3H7 +0 ( ),,C3H7 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
SiH,11220,ionization,EIN, T, SiH,0,,SiH +0 ( ), SiH+, SiH + e --> SiH+, eV,cm2,RN 1997T201, Ali  M.A. Kim  Y.-K. Hwang  W. Weinberger  N.M. Rudd  M.E., Electron-impact total ionization cross sections of silicon and germanium hydrides, J. Chem. Phys.,106,9602,1997
BF,11267,ionization,EIN, T, BF,0,,BF +0 ( ), BF+, BF + e --> BF+, eV,cm2,RN 2000T206, Kim  Y.-K. Irikura  K.K.," Electron-impact ionization cross sections for polyatomic molecules,radicals,and ions", AIP Conf. Proc.,543,220,2000
CF2,11271,ionization,EIN, T,CF2,0,,CF2 +0 ( ),CF2+,CF2 + e --> CF2+, eV,cm2,RN 2000T206, Kim  Y.-K. Irikura  K.K.," Electron-impact ionization cross sections for polyatomic molecules,radicals,and ions", AIP Conf. Proc.,543,220,2000
SiH3,11222,ionization,EIN, T,SiH3,0,,SiH3 +0 ( ),SiH3+,SiH3 + e --> SiH3+, eV,cm2,RN 1997T201, Ali  M.A. Kim  Y.-K. Hwang  W. Weinberger  N.M. Rudd  M.E., Electron-impact total ionization cross sections of silicon and germanium hydrides, J. Chem. Phys.,106,9602,1997
C3H2,10245,ionization dissociative ionization dissociation,EDS, V,C3H2,0,,C3H2 +0 ( ),,C3H2 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10176,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),C++H2+H+2e,CH3 + e --> C++H2+H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10172,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),CH2++H+2e,CH3 + e --> CH2++H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10174,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),CH2+H++2e,CH3 + e --> CH2+H++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10171,ionization,EIN, V,CH3,0,,CH3 +0 ( ),CH3++2e,CH3 + e --> CH3++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10173,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),CH++H2+2e,CH3 + e --> CH++H2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,10175,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),CH+H2++2e,CH3 + e --> CH+H2++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3+,10355,dissociative recombination,EDR, V,CH3,1,,CH3 +1 ( ),,CH3+ + e --> (dissociative recombination), eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
CH3,10321,total ionization,EIN, T,CH3,0,,CH3 +0 ( ),,CH3 + e --> (total), eV,cm2,RN 2001T202, Joshipura  K.N. Vinodkumar  M. Patel  U.M.," Electron impact total cross sections of CHx,NHx and OH radicals vis-a-vis their parent molecules", J. Phys. B,34,509-519,2001
CH3,10170,ionization dissociative ionization dissociation,EDS, V,CH3,0,,CH3 +0 ( ),,CH3 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CH3,11212,ionization,EIN, T,CH3,0,,CH3 +0 ( ),CH3+,CH3 + e --> (total ionization), eV,cm2,RN 1996T202, Hwang  W. Kim  Y.-K. Rudd  M.E., New model for electron-impact ionization cross sections of molecules, J. Chem. Phys.,104,2956,1996
SiH2,11221,ionization,EIN, T,SiH2,0,,SiH2 +0 ( ),SiH2+,SiH2 + e --> SiH2+, eV,cm2,RN 1997T201, Ali  M.A. Kim  Y.-K. Hwang  W. Weinberger  N.M. Rudd  M.E., Electron-impact total ionization cross sections of silicon and germanium hydrides, J. Chem. Phys.,106,9602,1997
CO2,11098,dissociative ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ),2O++C,CO2 + e --> 2O++C, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10312,ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ), C+,CO2 + e --> C+, eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,11094,dissociative ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ), C+,CO2 + e --> C+, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10314,ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ),C2+,CO2 + e --> C2+, eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,11101,dissociative ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ),C2+,CO2 + e --> C2+, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10104,dissociative ionization dissociation,EDS, E,CO2,0,,CO2 +0 ( ),C++2O+2e,CO2 + e --> C++2O+2e, eV,cm2,RN 1987E021, Orient  O.J. Srivastava  L.K.,"Electron impact ionisation of H2O, CO, CO2, and CH4", J. Phys. B,20,3923,1987
CO2,11110,emission dissociation,EDS, V,CO2,0,,CO2 +0 ( ), C,CO2 + e --> C(emission at 1278 1280A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11112,emission dissociation,EDS, V,CO2,0,,CO2 +0 ( ), C+,CO2 + e --> C+(emission at 1335A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10311,ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ), CO+,CO2 + e --> CO+, eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,11090,dissociative ionization dissociation,EDS, V,CO2,0,,CO2 +0 ( ), CO+,CO2 + e --> CO+, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11096,ionization,EIN, V,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10309,ionization,EIN, V,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+, eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,11089,ionization,EIN, V,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+, eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11210,ionization,EIN, T,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+, eV,cm2,RN 1996T202, Hwang  W. Kim  Y.-K. Rudd  M.E., New model for electron-impact ionization cross sections of molecules, J. Chem. Phys.,104,2956,1996
CO2,10316,ionization,EIN, V,CO2,0,,CO2 +0 ( ),CO22+,CO2 + e --> CO22+, eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,10101,ionization,EIN, E,CO2,0,,CO2 +0 ( ),CO2++2e,CO2 + e --> CO2++2e, eV,cm2,RN 1987E021, Orient  O.J. Srivastava  L.K.,"Electron impact ionisation of H2O, CO, CO2, and CH4", J. Phys. B,20,3923,1987
CO2,11103,dissociation emission,EDS, V,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+(emission at 2880-2900A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11102,dissociation emission,EDS, V,CO2,0,,CO2 +0 ( ),CO2+,CO2 + e --> CO2+(emission at 2930-4390A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,10306,vibrational excitation,EVX, V,CO2,0,,CO2 +0 ( ),CO2(v1=1),CO2 + e --> CO2(v1=1), eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,10307,vibrational excitation,EVX, V,CO2,0,,CO2 +0 ( ),CO2(v2=1),CO2 + e --> CO2(v2=1), eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,10308,vibrational excitation,EVX, V,CO2,0,,CO2 +0 ( ),CO2(v3=1),CO2 + e --> CO2(v3=1), eV,cm2,RN 2002V201, Itikawa  Y., Cross sections for electron collisions with carbon dioxide, J. Phys. Chem. Ref. Data,31,749,2002
CO2,11104,dissociative excitation dissociation,EDE, V,CO2,0,,CO2 +0 ( ),"CO(A 1Π,v=0/1/2)","CO2 + e --> CO(A 1Π,v=0/1/2)", eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11105,dissociative excitation dissociation,EDE, V,CO2,0,,CO2 +0 ( ),"CO(A 1Π,v=3/4)","CO2 + e --> CO(A 1Π,v=3/4)", eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11106,emission dissociation,EDS, V,CO2,0,,CO2 +0 ( ), CO,CO2 + e --> CO(emission at 1350-1730A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11108,emission dissociation,EDS, V,CO2,0,,CO2 +0 ( ), CO+,CO2 + e --> CO+(emission at 2040-2510A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
CO2,11107,emission dissociation,EDS, V,CO2,0,,CO2 +0 ( ), CO,CO2 + e --> CO(emission at 2158A), eV,cm2,RN 2001V201, Shirai  T. Tabata  T. Tawara  H.,"ANALYTIC CROSS SECTIONS FOR ELECTRIC COLLISIONS WITH CO, CO2, AND H2O RELEVANT TO EDGE PLASMA IMPURITIES", Atomic Data and Nuclear Tables,79,143-184,2001
