ID	X	Y	X_error	Y_error
11610	6.000000e+01	6.300000e-19	0	3.3e-19
11610	7.000000e+01	1.150000e-18	0	3.1e-19
11610	8.000000e+01	1.340000e-18	0	2.8e-19
11610	9.000000e+01	1.950000e-18	0	2.9e-19
11610	1.000000e+02	2.270000e-18	0	3.4e-19
11610	1.100000e+02	2.610000e-18	0	3.9e-19
11610	1.250000e+02	2.850000e-18	0	4.3e-19
11610	1.500000e+02	2.430000e-18	0	3.6e-19
11610	1.750000e+02	2.370000e-18	0	3.6e-19
11610	2.000000e+02	2.060000e-18	0	3.1e-19
11610	2.500000e+02	1.710000e-18	0	2.6e-19
11610	3.000000e+02	1.420000e-18	0	2.1e-19
11610	4.000000e+02	1.120000e-18	0	1.7e-19
11610	5.000000e+02	9.400000e-19	0	1.4e-19
11610	6.000000e+02	6.900000e-19	0	1e-19
11610	7.000000e+02	5.200000e-19	0	1e-19
11610	8.000000e+02	4.400000e-19	0	9e-20
11610	9.000000e+02	3.600000e-19	0	8e-20
11610	1.000000e+03	2.100000e-19	0	7e-20
