ID	X	Y	X_error	Y_error
10100	1.000000e+01	0.000000e+00	0	0.0
10100	1.500000e+01	7.000000e-18	0	1.05e-18
10100	2.000000e+01	3.500000e-17	0	5.25e-18
10100	2.500000e+01	7.400000e-17	0	1.11e-17
10100	3.000000e+01	1.100000e-16	0	1.65e-17
10100	4.000000e+01	1.700000e-16	0	2.55e-17
10100	5.000000e+01	2.000000e-16	0	3e-17
10100	6.000000e+01	2.230000e-16	0	3.345e-17
10100	7.000000e+01	2.360000e-16	0	3.54e-17
10100	8.000000e+01	2.440000e-16	0	3.66e-17
10100	9.000000e+01	2.480000e-16	0	3.72e-17
10100	1.000000e+02	2.490000e-16	0	3.735e-17
10100	1.200000e+02	2.490000e-16	0	3.735e-17
10100	1.400000e+02	2.440000e-16	0	3.66e-17
10100	1.600000e+02	2.370000e-16	0	3.555e-17
10100	1.800000e+02	2.300000e-16	0	3.45e-17
10100	2.000000e+02	2.210000e-16	0	3.315e-17
10100	2.200000e+02	2.120000e-16	0	3.18e-17
10100	2.400000e+02	2.050000e-16	0	3.075e-17
10100	2.600000e+02	1.990000e-16	0	2.985e-17
10100	2.800000e+02	1.930000e-16	0	2.895e-17
10100	3.000000e+02	1.880000e-16	0	2.82e-17
10100	3.200000e+02	1.840000e-16	0	2.76e-17
10100	3.400000e+02	1.790000e-16	0	2.685e-17
10100	3.600000e+02	1.750000e-16	0	2.625e-17
10100	3.800000e+02	1.720000e-16	0	2.58e-17
10100	4.000000e+02	1.690000e-16	0	2.535e-17
10100	4.200000e+02	1.640000e-16	0	2.46e-17
10100	4.400000e+02	1.600000e-16	0	2.4e-17
10100	4.600000e+02	1.580000e-16	0	2.37e-17
10100	4.800000e+02	1.560000e-16	0	2.34e-17
10100	5.000000e+02	1.530000e-16	0	2.295e-17
10100	5.100000e+02	1.520000e-16	0	2.28e-17
