ID	X	Y	X_error	Y_error
10439	2.260000e+01	2.307000e-18	0	0.0
10439	2.610000e+01	3.767000e-18	0	0.0
10439	3.014000e+01	5.351000e-18	0	0.0
10439	3.480000e+01	6.811000e-18	0	0.0
10439	4.019000e+01	7.963000e-18	0	0.0
10439	4.641000e+01	8.743000e-18	0	0.0
10439	5.359000e+01	9.178000e-18	0	0.0
10439	6.189000e+01	9.339000e-18	0	0.0
10439	7.147000e+01	9.301000e-18	0	0.0
10439	8.253000e+01	9.126000e-18	0	0.0
10439	9.530000e+01	8.859000e-18	0	0.0
10439	1.101000e+02	8.531000e-18	0	0.0
10439	1.271000e+02	8.163000e-18	0	0.0
10439	1.468000e+02	7.770000e-18	0	0.0
10439	1.695000e+02	7.361000e-18	0	0.0
10439	1.957000e+02	6.943000e-18	0	0.0
10439	2.260000e+02	6.520000e-18	0	0.0
10439	2.610000e+02	6.098000e-18	0	0.0
10439	3.014000e+02	5.678000e-18	0	0.0
10439	3.480000e+02	5.264000e-18	0	0.0
10439	4.019000e+02	4.859000e-18	0	0.0
10439	4.641000e+02	4.465000e-18	0	0.0
10439	5.359000e+02	4.084000e-18	0	0.0
10439	6.189000e+02	3.719000e-18	0	0.0
10439	7.147000e+02	3.371000e-18	0	0.0
10439	8.253000e+02	3.042000e-18	0	0.0
10439	9.520000e+02	2.736000e-18	0	0.0
