Species,,,,,,
BCl,,,,,,
BCl2,,,,,,
BCl3,,,,,,
BF,,,,,,
BF2,,,,,,
BF3,,,,,,
C2Cl4,,,,,,
C2Cl6,,,,,,
C2F6,,,,,,
C2H,,,,,,
C2H2,,,,,,
C2H2Cl2,,,,,,
C2H2Cl4,,,,,,
C2H3,,,,,,
C2H3Cl3,,,,,,
C2H3O,,,,,,
C2H4,,,,,,
C2H4Cl2,,,,,,
C2H5,,,,,,
C2H5Cl,,,,,,
C2H6,,,,,,
C2HCl3,,,,,,
C2HCl5,,,,,,
C3H7Cl,,,,,,
C3F8,,,,,,
C3H,,,,,,
C3H2,,,,,,
C3H3,,,,,,
C3H4,,,,,,
C3H5,,,,,,
C3H6,,,,,,
C3H7,,,,,,
C3H8,,,,,,
C3H8O,,,,,,
C4H9Cl,,,,,,
C4H4N2,,,,,,
C4H8O,,,,,,
C4H8O2,,,,,,
C5H10,,,,,,
C5H10O2,,,,,,
C5H4O2,,,,,,
C6H12N2O4Pt,,,,,,
C6H14N2O4Pt,,,,,,
C6H4O2,,,,,,
C6H5OH,,,,,,
C6H6,,,,,,
CCl2F2,,,,,,
CCl3F,,,,,,
CCl4,,,,,,
CClF3,,,,,,
CD,,,,,,
CD2,,,,,,
CD3,,,,,,
CF,,,,,,
CF2,,,,,,
CF3,,,,,,
(CF3)2CO,,,,,,
CF4,,,,,,
CH,,,,,,
CH2,,,,,,
CH2Cl2,,,,,,
CH2O,,,,,,
CH3,,,,,,
(CH3)2CO,,,,,,
CH3Br,,,,,,
CH3Cl,,,,,,
CH3F,,,,,,
CH3OH,,,,,,
CH4,,,,,,
CHCl3,,,,,,
CHO,,,,,,
CO,,,,,,
CO2,,,,,,
COS,,,,,,
CS,,,,,,
CS2,,,,,,
Cl2,,,,,,
Cl2O,,,,,,
ClO,,,,,,
D2,,,,,,
D2O,,,,,,
D3,,,,,,
D3O,,,,,,
DBr,,,,,,
DT,,,,,,
Ge2H6,,,,,,
GeH,,,,,,
GeH2,,,,,,
GeH3,,,,,,
GeH4,,,,,,
H,,,,,,
H2,,,,,,
H2O,,,,,,
H2S,,,,,,
H3,,,,,,
H3O,,,,,,
H6N2Cl2Pt,,,,,,
HCl,,,,,,
HD,,,,,,
HD2O,,,,,,
N2,,,,,,
N(CH3)3,,,,,,
N2O,,,,,,
NH,,,,,,
NH2,,,,,,
NH3,,,,,,
NO,,,,,,
NO2,,,,,,
O2,,,,,,
O3,,,,,,
OH,,,,,,
S2,,,,,,
SF,,,,,,
SF2,,,,,,
SF3,,,,,,
SF4,,,,,,
SF5,,,,,,
SF6,,,,,,
SO2,,,,,,
Si,,,,,,
Si2H6,,,,,,
Si(CH3)4,,,,,,
SiF,,,,,,
SiF2,,,,,,
SiF3,,,,,,
SiH,,,,,,
SiH2,,,,,,
SiH3,,,,,,
SiH4,,,,,,
