ID	X	Y	X_error	Y_error
rowB201214749	0.00999999975	0.00925049228	0.0	0.0
rowB201214749	0.0199999995	0.101049375	0.0	0.0
rowB201214749	0.0299999992	0.328879678	0.0	0.0
rowB201214749	0.039999999	0.613219046	0.0	0.0
rowB201214749	0.0499999987	0.836380366	0.0	0.0
rowB201214749	0.0599999985	0.967357603	0.0	0.0
rowB201214749	0.0700000019	1.03090667	0.0	0.0
rowB201214749	0.079999998	1.05543658	0.0	0.0
rowB201214749	0.0900000014	1.05926864	0.0	0.0
rowB201214749	0.0999999975	1.05253348	0.0	0.0
rowB201214749	0.150000007	0.980897643	0.0	0.0
rowB201214749	0.199999995	0.915265511	0.0	0.0
rowB201214749	0.250000012	0.864239414	0.0	0.0
rowB201214749	0.300000014	0.823826448	0.0	0.0
rowB201214749	0.349999988	0.790851618	0.0	0.0
rowB201214749	0.39999999	0.763244397	0.0	0.0
rowB201214749	0.449999992	0.739645797	0.0	0.0
rowB201214749	0.500000024	0.719133955	0.0	0.0
rowB201214749	0.549999997	0.701062263	0.0	0.0
rowB201214749	0.600000028	0.684964005	0.0	0.0
rowB201214749	0.650000002	0.670495203	0.0	0.0
rowB201214749	0.699999975	0.65739925	0.0	0.0
rowB201214749	0.750000007	0.645485165	0.0	0.0
rowB201214749	0.79999998	0.634614432	0.0	0.0
rowB201214749	0.850000011	0.624693605	0.0	0.0
rowB201214749	0.899999985	0.615671466	0.0	0.0
rowB201214749	0.950000016	0.607539479	0.0	0.0
rowB201214749	1.00000005	0.600335419	0.0	0.0
rowB201214749	1.50000001	0.639544056	0.0	0.0
rowB201214749	2.00000009	1.33479031	0.0	0.0
rowB201214749	2.49999994	2.07258402	0.0	0.0
rowB201214749	3.00000003	2.18677698	0.0	0.0
rowB201214749	3.50000011	2.13968012	0.0	0.0
rowB201214749	4.00000019	2.07387727	0.0	0.0
rowB201214749	4.49999981	2.01208459	0.0	0.0
rowB201214749	4.99999989	1.95700187	0.0	0.0
rowB201214749	5.49999997	1.9080741	0.0	0.0
rowB201214749	6.00000005	1.86434428	0.0	0.0
rowB201214749	6.50000013	1.82495499	0.0	0.0
rowB201214749	7.00000022	1.78921014	0.0	0.0
rowB201214749	7.49999983	1.75655452	0.0	0.0
rowB201214749	8.00000038	1.72654369	0.0	0.0
rowB201214749	8.50000046	1.69881867	0.0	0.0
rowB201214749	8.99999961	1.67308617	0.0	0.0
rowB201214749	9.49999969	1.64910387	0.0	0.0
rowB201214749	9.99999978	1.62666977	0.0	0.0
rowB201214749	14.9999997	1.45974634	0.0	0.0
rowB201214749	19.9999996	1.35181063	0.0	0.0
rowB201214749	25.0000004	1.27361786	0.0	0.0
rowB201214749	29.9999993	1.21309997	0.0	0.0
rowB201214749	35.0000001	1.16418223	0.0	0.0
rowB201214749	39.9999991	1.12340538	0.0	0.0
rowB201214749	45.0000018	1.08862495	0.0	0.0
rowB201214749	50.0000007	1.05842637	0.0	0.0
rowB201214749	54.9999997	1.03183081	0.0	0.0
rowB201214749	59.9999987	1.00813498	0.0	0.0
rowB201214749	64.9999976	0.986817811	0.0	0.0
rowB201214749	70.0000003	0.967483291	0.0	0.0
rowB201214749	75.000003	0.949823965	0.0	0.0
rowB201214749	79.9999982	0.933596717	0.0	0.0
rowB201214749	85.0000009	0.918606169	0.0	0.0
rowB201214749	90.0000036	0.904693237	0.0	0.0
rowB201214749	94.9999988	0.891726751	0.0	0.0
rowB201214749	100.000001	0.879597332	0.0	0.0
rowB201214749	150.000006	0.789345167	0.0	0.0
rowB201214749	200.000003	0.730984259	0.0	0.0
rowB201214749	250.0	0.688704434	0.0	0.0
rowB201214749	300.000012	0.655981159	0.0	0.0
rowB201214749	349.999994	0.629530095	0.0	0.0
rowB201214749	400.000006	0.607480835	0.0	0.0
rowB201214749	449.999988	0.588673945	0.0	0.0
rowB201214749	500.0	0.572344511	0.0	0.0
rowB201214749	550.000012	0.557963309	0.0	0.0
rowB201214749	600.000024	0.545150064	0.0	0.0
rowB201214749	649.999976	0.533623038	0.0	0.0
rowB201214749	699.999988	0.523168081	0.0	0.0
rowB201214749	750.0	0.513618952	0.0	0.0
rowB201214749	800.000012	0.504844181	0.0	0.0
rowB201214749	850.000024	0.496738148	0.0	0.0
rowB201214749	899.999976	0.489214828	0.0	0.0
rowB201214749	949.999988	0.482203266	0.0	0.0
rowB201214749	1000.0	0.475644347	0.0	0.0
rowB201214749	1500.0	0.42684079	0.0	0.0
rowB201214749	2000.0	0.395282187	0.0	0.0
rowB201214749	2500.0	0.372419363	0.0	0.0
rowB201214749	3000.0	0.354724225	0.0	0.0
rowB201214749	3500.0	0.340420768	0.0	0.0
rowB201214749	4000.0	0.328497593	0.0	0.0
rowB201214749	4500.0	0.318327723	0.0	0.0
rowB201214749	5000.0	0.309497546	0.0	0.0
rowB201214749	5500.0	0.301720875	0.0	0.0
rowB201214749	6000.0	0.29479208	0.0	0.0
rowB201214749	6500.0	0.288558802	0.0	0.0
rowB201214749	7000.0	0.282905254	0.0	0.0
rowB201214749	7500.0	0.277741535	0.0	0.0
rowB201214749	8000.0	0.272996551	0.0	0.0
rowB201214749	8500.0	0.268613189	0.0	0.0
rowB201214749	9000.0	0.264544925	0.0	0.0
rowB201214749	9500.0	0.260753401	0.0	0.0
rowB201214749	10000.0	0.257206644	0.0	0.0
rowB201214749	11000.0	0.250743876	0.0	0.0
rowB201214749	12000.0	0.24498573	0.0	0.0
rowB201214749	13000.0	0.239805591	0.0	0.0
rowB201214749	14000.0	0.235107234	0.0	0.0
rowB201214749	15000.0	0.230815947	0.0	0.0
rowB201214749	16000.0	0.226872649	0.0	0.0
rowB201214749	17000.0	0.223229874	0.0	0.0
rowB201214749	18000.0	0.21984896	0.0	0.0
rowB201214749	19000.0	0.21669803	0.0	0.0
rowB201214749	20000.0	0.213750513	0.0	0.0
rowB201214749	25000.0	0.201387351	0.0	0.0
rowB201214749	30000.0	0.191818635	0.0	0.0
rowB201214749	35000.0	0.184083983	0.0	0.0
rowB201214749	40000.0	0.177636477	0.0	0.0
rowB201214749	45000.0	0.172137079	0.0	0.0
rowB201214749	50000.0	0.167362124	0.0	0.0
rowB201214749	55000.0	0.163156857	0.0	0.0
rowB201214749	60000.0	0.159410082	0.0	0.0
rowB201214749	65000.0	0.156039411	0.0	0.0
rowB201214749	70000.0	0.152982231	0.0	0.0
rowB201214749	75000.0	0.150189929	0.0	0.0
rowB201214749	80000.0	0.147624059	0.0	0.0
rowB201214749	85000.0	0.145253737	0.0	0.0
rowB201214749	90000.0	0.143053806	0.0	0.0
rowB201214749	95000.0	0.141003523	0.0	0.0
rowB201214749	100000.0	0.1390856	0.0	0.0
